shopify_gid,handle,sku,old_name,new_name,matched_png_fileid,confidence,bucket,top_similarity,chosen_index,candidate_names
,0-cross-stitch-black-embroidered-icon,ICON-45923952034049,0 Cross Stitch Black Embroidered Icon,Cross Stitch C,1mjtg_amUbRbiOQ9ySet7h_ftNoAUqd8E,high,High confidence,0.9531,4,Cross Stitch G | Cross Stitch U | Cross Stitch A | Cross Stitch D | Cross Stitch C | Cross Stitch W | Cross Stitch Q | Cross Stitch O | Cross Stitch V | Cross Stitch B | Cross Stitch M | Cross Stitch P
,v2-star,ICON-45782341910785,Star Embroidered Icon,Star,1qj7ulP3ZJDEkVZA6fiJm_LdY9RK3YDEn,high,High confidence,0.9398,0,Star | Bandana Star | Three Stars | Yacht Flag B | Texas Outline | Yacht Flag A | Bandana Texas | Blue Plaid X | Bandana A | Diamond | Summer Sun | Bandana X
,v2-steak,ICON-45782342009089,Steak Embroidered Icon,,,low,No match - likely cut,0.7240,-1,Steak | Locket Filled Bow | Locket Filled | Bulldog Locket | Cane Corso Locket | Boxer Locket | Boston Terrier Locket | Black Doodle Locket | Schnauzer Locket | Pomeranian Locket | Poodle Locket | Doberman Locket
,stocking-embroidered-icon,ICON-46892779766017,Stocking Embroidered Icon,,,low,No match - likely cut,0.9565,-1,Stocking | Pepper | Boston Red Sock | Eggplant | California Border | Brown Mushroom | Apple Core | Bikini | Bikini Polka Dot | Chicago Hot Dog Print | New York Hot Dog | Chicago Hot Dog Script
,v2-strawberry-candy,ICON-45782342107393,Strawberry Candy Embroidered Icon,,,low,No match - likely cut,0.7850,-1,Strawberry Candy | Red Mushroom | Strawberry | Bikini Polka Dot | Charleston Pineapple | Bagel | Queen of Hearts | Bikini | Cheese | Dog Paws | Cactus | Jack of Hearts
,v2-strawberry-fixed,ICON-45782342238465,Strawberry Embroidered Icon,,,low,No match - likely cut,0.8930,-1,Strawberry | Bandana Heart | New York Apple | Heart | Strawberry Candy | Austin Heart | Apple | Italian Greyhound Locket | Black Doodle Locket | San Francisco Heart | Dallas Heart | Bulldog Locket
,v2-suitcase,ICON-45782342369537,Suitcase Embroidered Icon,Charleston Suitcase,1pnYGINzQMTZZIFue4ozqGI2e4bX04EbX,high,High confidence,0.7801,1,Grey Rolling Suitcase | Charleston Suitcase | Red Rolling Suitcase | Pink Lighter | Lighter | Red Hot Chocolate | Pink Suitcase | Spicy Marg | Ski Pass | Navy Suitcase | Green Hot Chocolate | Holiday Shopping Bag
,summer-suitcase-embroidered-icon,ICON-46316005130497,Summer Suitcase Embroidered Icon,,,low,No match - likely cut,0.9302,-1,Red Rolling Suitcase | Charleston Suitcase | Sun Tan Lotion | Pink Lighter | Lighter | Wine Bottle | Old Fashioned | Grey Rolling Suitcase | Charleston Iced Tea | Boston Dunkin | Ski Pass | Nantucket Basket
,summer-sun-embroidered-icon,ICON-46315934974209,Summer Sun Embroidered Icon,,,low,No match - likely cut,0.9383,-1,Summer Sun | Sun | Statue of Liberty Head | Star | Yellow Flower | Pink Flower | Three Stars | Snowflake | Daisy | Pink Sunglasses | Diamond | Lemon Slice
,v2-sun,ICON-45782342467841,Sun Embroidered Icon,,,low,No match - likely cut,0.8749,-1,Sun | Summer Sun | Yellow Flower | Pink Flower | Daisy | Cherry Blossom | Chicago Ferris Wheel | Lemon Slice | Smiley Face | Lime Slice | Snowflake | Fish Bone
,sun-tan-lotion-embroidered-icon,ICON-46316053561601,Sun Tan Lotion Embroidered Icon,,,low,No match - likely cut,0.9305,-1,Sun Tan Lotion | Sriracha | Wine Bottle | Aperol Bottle | Lighter | Hot Sauce | Ozempic Vial | Champagne Bottle | Topo Chico | Red Rolling Suitcase | Pink Lighter | Lipstick
,sunglasses-2-embroidered-icon,ICON-46316045074689,Sunglasses 2 Embroidered Icon,Pink Sunglasses,1Q5YpmIBPdIZM9sGLP8StW0be2RCSoK4j,high,High confidence,0.9256,0,Pink Sunglasses | Brown Sunglasses | Two Olives on Toothpick | 8 Ball | Olive on Toothpick | Three Olives on Toothpick | Fish Bone | Blush | Hot Sauce | Locket Filled Bow | Four Olives on Toothpick | Bikini
,sunglasses-embroidered-icon,ICON-46316027805953,Sunglasses Embroidered Icon,,,low,No match - likely cut,0.8796,-1,Brown Sunglasses | Ski Goggles | Abbode Bow | Santa Hat | Yorkie Locket | Pink Sunglasses | California Border | Brown Doodle Locket | Locket Filled Bow | Cane Corso Locket | Black Doodle Locket | Pug Locket
,sunscreen-embroidered-icon,ICON-46316010504449,Sunscreen Embroidered Icon,Sunscreen,1LlFk1JSsf2HThjOHw0NOUDh9d8YDIIa9,high,High confidence,0.8872,0,Sunscreen | Pink Lip Balms | Lip Balms | Coffee | Chocolate Ice Cream | Surf Board | Lipstick | Bandana W | Makeup Brushes | Pill Bottle | Prozac | Lighter
,surf-board-embroidered-icon,ICON-46316049367297,Surf Board Embroidered Icon,,,low,No match - likely cut,0.9536,-1,Surf Board | Lipstick | Three Fish | Broken Heart | The Hamptons Stamp | Pink Plaid W | Champagne Bottle | Lighter | Flip Flops | Chicago Skyline | Strawberry Candy | Pink Lip Balms
,v2-sushi,ICON-45782342566145,Sushi Embroidered Icon,,,low,No match - likely cut,0.7000,-1,Sushi Nigiri | Taco | Chicago Bean | Sushi Roll | Shrimp Sashimi | Boston Cannoli | Lips | Oyster | Caviar Latke | Hot Dog | Croissant | Seashell
,v2-sushi-fixed,ICON-45782342664449,Sushi Fixed Embroidered Icon,,,low,No match - likely cut,0.6327,-1,Sushi Roll | Oyster | Plane Window | Steak | Boston Cannoli | Chicago Hot Dog Script | Hot Dog | Tomato | Chicago Bean | Smile Pancakes | World Cup 26 Soccer Ball | Chicago Hot Dog Print
,swim-trunks-embroidered-icon,ICON-46315923702017,Swim Trunks Embroidered Icon,,,high,No match - likely cut,0.5531,-1,Bandana M | Pickleball Paddles | Bandana X | Bandana K | Bandana V | Yacht Flag G | Lingerie | Bandana W | Abbode Bow | Bandana A | Bandana T | Yacht Flag Y
,v2-swirl-ice-cream,ICON-45782342762753,Swirl Ice Cream Embroidered Icon,,,low,No match - likely cut,0.8280,-1,Ice Cream | Swirl Ice Cream | Chocolate Ice Cream | Coffee | LA Smoothie | Boston Dunkin | Ralph's Iced Coffee | Pink Lighter | Lighter | Ralph's Coffee | Takeout | Nantucket Basket
,t-cheetah-embroidered-icon,ICON-46172469264641,T Cheetah Embroidered Icon,Cheetah T,12IFtNHAUXKE-uG4gzVztgj-NB36x4b32,high,High confidence,0.9890,0,Cheetah T | Cheetah I | Cheetah P | Cheetah L | Cheetah F | Cheetah H | Cheetah R | Cheetah N | Cheetah G | Cheetah K | Cheetah B | Cheetah M
,t-cross-stitch-black-embroidered-icon,ICON-45923940827393,T Cross Stitch Black Embroidered Icon,,,low,No match - likely cut,0.9362,-1,Cross Stitch A | Cross Stitch T | Cross Stitch K | Cross Stitch E | Cross Stitch Z | Cross Stitch Y | Cross Stitch L | Cross Stitch G | Cross Stitch V | Cross Stitch P | Cross Stitch R | Cross Stitch I
,t-cross-stitch-red-embroidered-icon,ICON-45923657613569,T Cross Stitch Red Embroidered Icon,,,low,No match - likely cut,0.9390,-1,Cross Stitch A | Cross Stitch T | Cross Stitch K | Cross Stitch E | Cross Stitch Z | Cross Stitch Y | Cross Stitch L | Cross Stitch G | Cross Stitch V | Cross Stitch P | Cross Stitch R | Cross Stitch N
,v2-taco,ICON-45782342861057,Taco Embroidered Icon,,,low,No match - likely cut,0.8230,-1,Taco | Boston Cannoli | Hot Dog | Chicago Bean | Santa Hat | Cowboy Hat | Caviar Latke | Chicago Hot Dog Print | Chicago Hot Dog Script | New York Hot Dog | Brown Sunglasses | Seashell
,v2-takeout,ICON-45782342959361,Takeout Embroidered Icon,,,low,No match - likely cut,0.6486,-1,Nantucket Basket | Takeout | Boston Dunkin | Needlepoint | Coffee | LA Smoothie | Boston Tote | Ice Cream | Ralph's Iced Coffee | Matcha | Negroni | Fries
,tan-and-dark-grey-frenchie-dog-embroidered-icon-copy,ICON-46416409755905,Tan and Dark Grey Frenchie Dog Embroidered Icon,,,low,No match - likely cut,0.8760,-1,Tan and Dark Grey Frenchie | Tan Frenchie | Dark Grey Frenchie | White and Grey Frenchie | Ski Tan And Grey Frenchie | Ski White And Grey Frenchie | Long Hair Striped Cat | German Shepherd | Ski White Frenchie | Black Pug | Ski Tan Frenchie | English Bulldog
,tan-frenchie-dog-embroidered-icon,ICON-46416410345729,Tan Frenchie Dog Embroidered Icon,,,low,No match - likely cut,0.8720,-1,Dark Grey Frenchie | Tan Frenchie | Tan and Dark Grey Frenchie | Cane Corso | Ski White Frenchie | White and Grey Frenchie | Ski Tan And Grey Frenchie | Ski Tan Frenchie | Chihuahua | Black Pug | Great Dane | Belgian Malinois
,v2-taxi-cc-1,ICON-45784350097665,Taxi CC 1 Embroidered Icon,,,low,No match - likely cut,0.7954,-1,Taxi | Tree Taxi | Convertible | Convertible Beetle | Moped | LA Vintage Car | Christmas Tree Truck | Taxi Snowglobe | Golf Cart | Martha's Vineyard Stamp | Bronco | Grey Rolling Suitcase
,taxi-snowglobe-embroidered-icon,ICON-46892780388609,Taxi Snowglobe Embroidered Icon,,,low,No match - likely cut,0.9340,-1,Taxi Snowglobe | Tree Taxi | Convertible Beetle | Bronco | Taxi | Christmas Tree Truck | Martha's Vineyard Stamp | Convertible | LA Vintage Car | Moped | Golf Cart | Caviar
,v2-tennis-ball,ICON-45782343057665,Tennis Ball Embroidered Icon,,,low,No match - likely cut,0.5991,-1,Basketball | Tomato | Olive | Volleyball | Bagel | Hot Dog | Adderall | Egg | XOXO Heart Blue | Donut | Smile Pancakes | Chicago Bean
,v2-three-olives-on-toothpick,ICON-45782344335617,Three Olives on Toothpick Embroidered Icon,,,low,No match - likely cut,0.7690,-1,Four Olives on Toothpick | Three Olives on Toothpick | Two Olives on Toothpick | Lemonade | Snowboard | Cherries | Olive on Toothpick | Charleston Iced Tea | Golf Clubs | Cross Stitch I | Fish Bone | Purple Hydrangea
,v2-tomato,ICON-45782344433921,Tomato Embroidered Icon,,,low,No match - likely cut,0.7482,-1,Tomato | Apple | Peach | Vine Tomatoes | Cherries | New York Apple | Strawberry | Rose | Locket Filled Bow | Bikini | Bikini Polka Dot | Two Olives on Toothpick
,v2-treble-cleff,ICON-45782344597761,Treble Cleff Embroidered Icon,,,low,No match - likely cut,0.8404,-1,Treble Cleff | XOXO | Rx | Swans | I Love BOS | Bikini | Cactus | Vine Tomatoes | I Love CHS | Bikini Polka Dot | Locket Filled Bow | I Love SF
,tree-taxi-embroidered-icon,ICON-46892780552449,Tree Taxi Embroidered Icon,Tree Taxi,1p-vnNdfCYrrFw7Ayy2r26OPHt260UWqB,high,High confidence,0.8579,0,Tree Taxi | Taxi | Convertible | LA Vintage Car | Taxi Snowglobe | Golf Cart | Convertible Beetle | Bronco | Moped | Christmas Tree Truck | Martha's Vineyard Stamp | Ugg Boots
,tulips-embroidered-icon,ICON-46316060770561,Tulips Embroidered Icon,,,low,No match - likely cut,0.6836,-1,Rose | Red Rose | Charleston SC Palm Tree | Rosebud | Banana | Broccoli | Cherry Blossom Branch | Two Olives on Toothpick | Boston Clover | Statue of Liberty | Purple Hydrangea | Cowgirl Hat
,v2-two-olives-on-toothpick,ICON-45782344925441,Two Olives on Toothpick Embroidered Icon,Two Olives on Toothpick,1_DRqKDMQhRGb7z3JDx_OD5cJPktk0ttC,high,High confidence,0.7615,1,Three Olives on Toothpick | Two Olives on Toothpick | Four Olives on Toothpick | Olive on Toothpick | Cherries | Pink Sunglasses | Snowboard | Skis | Lemonade | USA Skis | Beamed Sixteenth Note | Golf Clubs
,u-cheetah-embroidered-icon,ICON-46172470116609,U Cheetah Embroidered Icon,,,low,No match - likely cut,0.9858,-1,Cheetah U | Cheetah D | Blue Plaid U | Bandana U | Cheetah P | Cheetah L | Cheetah G | Cheetah B | Cheetah C | Pink Plaid U | Cheetah O | Cheetah J
,u-cross-stitch-black-embroidered-icon,ICON-45923941155073,U Cross Stitch Black Embroidered Icon,,,low,No match - likely cut,0.9575,-1,Cross Stitch W | Cross Stitch M | Cross Stitch U | Cross Stitch V | Cross Stitch Y | Cross Stitch G | Cross Stitch X | Cross Stitch N | Cross Stitch Z | Cross Stitch R | Cross Stitch H | Cross Stitch E
,u-cross-stitch-red-embroidered-icon,ICON-45923658072321,U Cross Stitch Red Embroidered Icon,Cross Stitch U,1VIIpHptisCuOM7g8Pw1k7sc5NhhCV110,high,High confidence,0.9574,2,Cross Stitch W | Cross Stitch V | Cross Stitch U | Cross Stitch M | Cross Stitch Y | Cross Stitch X | Cross Stitch G | Cross Stitch N | Cross Stitch Z | Cross Stitch R | Cross Stitch H | Cross Stitch E
,ugg-boots-embroidered-icon,ICON-46892780683521,Ugg Boots Embroidered Icon,,,low,No match - likely cut,0.9530,-1,Ugg Boots | Cowboy Boot | Ice Skate | Ski Boot | Cowboy Hat | Lingerie | New York Hot Dog | Chicago Hot Dog Script | Chicago Hot Dog Print | Football | Boston Red Sock | Boston Cannoli
,umbrella-embroidered-icon,ICON-46316011094273,Umbrella Embroidered Icon,,,low,No match - likely cut,0.9174,-1,Umbrella | Cowgirl Hat | Western Saddle | Nantucket Basket | Rain Umbrella | Purple Hydrangea | Boston Dunkin | Blue Hydrangea | Donut | Cosmopolitan | LA Smoothie | Pink Hydrangea
,usa-skis-embroidered-icon,ICON-46892781076737,Usa Skis Embroidered Icon,,,low,No match - likely cut,0.8738,-1,Skis | USA Skis | Golf Clubs | Cactus | Snowboard | Candy Cane Bow | Two Olives on Toothpick | Treble Cleff | Flip Flops | Olive on Toothpick | Airplane | Three Olives on Toothpick
,v-cheetah-embroidered-icon,ICON-46172470968577,V Cheetah Embroidered Icon,,,low,No match - likely cut,0.9834,-1,Cheetah V | Cheetah W | Cheetah Y | Cheetah M | Blue Plaid V | Cheetah N | Blue Plaid W | Blue Plaid Y | Pink Plaid V | Cheetah K | Cheetah X | Cheetah P
,v-cross-stitch-black-embroidered-icon,ICON-45923941515521,V Cross Stitch Black Embroidered Icon,,,low,No match - likely cut,0.9485,-1,Cross Stitch V | Cross Stitch Y | Cross Stitch Z | Cross Stitch X | Cross Stitch W | Cross Stitch E | Cross Stitch G | Cross Stitch R | Cross Stitch U | Cross Stitch A | Cross Stitch L | Cross Stitch N
,v-cross-stitch-red-embroidered-icon,ICON-45923658465537,V Cross Stitch Red Embroidered Icon,,,low,No match - likely cut,0.9499,-1,Cross Stitch V | Cross Stitch Y | Cross Stitch Z | Cross Stitch X | Cross Stitch W | Cross Stitch E | Cross Stitch R | Cross Stitch G | Cross Stitch U | Cross Stitch A | Cross Stitch L | Cross Stitch P
,v2-vine-tomatoes,ICON-45782345023745,Vine Tomatoes Embroidered Icon,,,low,No match - likely cut,0.7841,-1,Vine Tomatoes | Cherries | Rose | Two Olives on Toothpick | Three Olives on Toothpick | Tomato | Four Olives on Toothpick | Red Rose | Purple Hydrangea | Apple | Bikini | Hibiscus
,v2-volleyball,ICON-45782345122049,Volleyball Embroidered Icon,,,low,No match - likely cut,0.8676,-1,Volleyball | World Cup 26 Soccer Ball | Donut | Smile Pancakes | Basketball | Football | Blue Plaid C | Blue Plaid O | Blue Plaid Q | Adderall | Blue Plaid D | Chicago Bean
,w-cheetah-embroidered-icon,ICON-46172472312065,W Cheetah Embroidered Icon,,,low,No match - likely cut,0.9791,-1,Cheetah W | Cheetah V | Cheetah M | Blue Plaid W | Cheetah Y | Blue Plaid V | Pink Plaid W | Cheetah N | Blue Plaid Y | Pink Plaid V | Cheetah P | Cheetah T
,w-cross-stitch-black-embroidered-icon,ICON-45923941646593,W Cross Stitch Black Embroidered Icon,,,low,No match - likely cut,0.9675,-1,Cross Stitch W | Cross Stitch M | Cross Stitch G | Cross Stitch N | Cross Stitch U | Cross Stitch Y | Cross Stitch V | Cross Stitch E | Cross Stitch L | Cross Stitch Z | Cross Stitch A | Cross Stitch H
,w-cross-stitch-red-embroidered-icon,ICON-45923658793217,W Cross Stitch Red Embroidered Icon,,,low,No match - likely cut,0.9689,-1,Cross Stitch W | Cross Stitch M | Cross Stitch G | Cross Stitch N | Cross Stitch U | Cross Stitch Y | Cross Stitch V | Cross Stitch E | Cross Stitch A | Cross Stitch Z | Cross Stitch L | Cross Stitch X
,v2-watermelon,ICON-45782345220353,Watermelon Embroidered Icon,Watermelon,1mk9J8VCk4T87jO4Xpi8qNroXOuHXscsZ,high,High confidence,0.8950,0,Watermelon | Cactus | Garlic | Rose | Football | Hot Dog | Baseball | Strawberry Candy | Sushi Roll | White Seashell | Plane Window | Basketball
,wave-embroidered-icon,ICON-46315983995137,Wave Embroidered Icon,Wave,1RwVYx9B1J6zU1akJUoaK8OtKqd323-wK,high,High confidence,0.9133,0,Wave | Whale | Blue Plaid Q | New York Hot Dog | Croissant | San Francisco Sea Lion | Chicago Hot Dog Print | Chicago Hot Dog Script | Lake Michigan | Bandana S | World Cup 26 Soccer Ball | Smile Pancakes
,v2-weed,ICON-45782345318657,Weed Embroidered Icon,,,low,No match - likely cut,0.8766,-1,Weed | Cactus | Hibiscus | Red Rose | Boston Clover | Rose | Clover | Charleston Palm Tree | White Seashell | Charleston Stamp | Crab | Watermelon
,v2-white-heart,ICON-45784350949633,White Heart Embroidered Icon,,,low,No match - likely cut,0.8283,-1,Heart Suit | New York Heart | Dallas Heart | Chicago Heart | Italian Greyhound Locket | Lace Heart | LA Heart | Austin Heart | Boxer Locket | Golden Retriever Locket | Boston Heart | San Diego Heart
,white-heart-outline-embroidered-icon,ICON-46264177066241,White Heart Outline Embroidered Icon,,,low,No match - likely cut,0.7845,-1,Lover Heart | Heart Suit | Heart Outline | New York Heart | Dallas Heart | Lover Arrow Heart | Chicago Heart | Italian Greyhound Locket | LA Heart | Tan Shorthair Dachshund Locket | Boxer Locket | San Diego Heart
,wine-bottle-embroidered-icon,ICON-46316059459841,Wine Bottle Embroidered Icon,,,low,No match - likely cut,0.9612,-1,Wine Bottle | Champagne Bottle | Sriracha | Ozempic Vial | Sun Tan Lotion | Aperol Bottle | Lipstick | Nail Polish | Lighter | Topo Chico | Hot Sauce | Pink Lighter
,winter-hat-embroidered-icon,ICON-46892781207809,Winter Hat Embroidered Icon,,,high,No match - likely cut,0.6415,-1,Tomato | Peach | Round Perfume | Eggplant | Surf Board | Taco | Red Mushroom | Football | Lemon | Lighter | Lipstick | Smiley Face
,wreath-embroidered-icon,ICON-46892781338881,Wreath Embroidered Icon,,,high,No match - likely cut,0.6112,-1,Charleston SC Palm Tree | Caviar Latke | Bikini | Bandana Q | Fish Bone | Rx | Ring | Rosebud | Blue Plaid Q | Blue Plaid O | Bikini Polka Dot | Pretzel
,x-cheetah-embroidered-icon,ICON-46172472770817,X Cheetah Embroidered Icon,,,low,No match - likely cut,0.9781,-1,Cheetah X | Cheetah K | Cheetah F | Blue Plaid X | Cheetah Y | Cheetah M | Cheetah A | Cheetah P | Cheetah R | Cheetah N | Cheetah H | Cheetah V
,x-cross-stitch-black-embroidered-icon,ICON-45923942400257,X Cross Stitch Black Embroidered Icon,,,low,No match - likely cut,0.9536,-1,Cross Stitch X | Cross Stitch K | Cross Stitch Z | Cross Stitch Y | Cross Stitch R | Cross Stitch E | Cross Stitch H | Cross Stitch S | Cross Stitch V | Cross Stitch N | Cross Stitch A | Cross Stitch P
,x-cross-stitch-red-embroidered-icon,ICON-45923658989825,X Cross Stitch Red Embroidered Icon,Cross Stitch X,1m_YSu1wSJc6faiyltLjl07u6bILDx9n6,high,High confidence,0.9521,0,Cross Stitch X | Cross Stitch K | Cross Stitch Z | Cross Stitch Y | Cross Stitch R | Cross Stitch E | Cross Stitch H | Cross Stitch S | Cross Stitch V | Cross Stitch N | Cross Stitch A | Cross Stitch P
,v2-xmas24-candycane-bow,ICON-45782345515265,XMAS24 CANDYCANE BOW Embroidered Icon,,,low,No match - likely cut,0.8901,-1,Candy Cane Bow | Candy Cane Heart | Crossed Candy Canes | Pretzel | Abbode Bow | Bandana X | Cactus | Bandana K | Pickleball Paddles | Locket Filled Bow | Long Bow | Golf Clubs
,v2-xmas24-candycane,ICON-45782345613569,XMAS24 CANDYCANE Embroidered Icon,,,low,No match - likely cut,0.7251,-1,Candy Cane Heart | Candy Cane Bow | Crossed Candy Canes | Cheetah J | Scorpio | California Border | Bandana J | Cheetah T | Cheetah Z | I Love SF | Cheetah I | Cheetah P
,v2-xmas24-candycane-heart,ICON-45782345711873,XMAS24 CANDYCANE HEART Embroidered Icon,,,low,No match - likely cut,0.9067,-1,Candy Cane Heart | Crossed Candy Canes | Candy Cane Bow | Pretzel | Cheetah V | Locket Filled Bow | Broken Heart | Lace Heart | I Love CHS | Cheetah M | Bandana Heart | Heart Suit
,v2-xmas24-candycanes-crossed,ICON-45782345810177,XMAS24 CANDYCANES CROSSED Embroidered Icon,,,low,No match - likely cut,0.7965,-1,Crossed Candy Canes | Candy Cane Bow | Candy Cane Heart | Abbode Bow | Pretzel | Cheetah Z | Golf Clubs | Bandana X | Cheetah J | Cheetah X | Cheetah P | Cheetah M
,v2-xmas24-cocktail,ICON-45782345941249,XMAS24 COCKTAIL Embroidered Icon,,,low,No match - likely cut,0.8219,-1,Espresso Martini | Christmas Cocktail | Cosmopolitan | Margarita | Martini | Red Wine | Aperol Spritz | White Wine | Makeup Brushes | Pink Tennis Raquets | Pink Tennis | Champagne Glasses
,v2-xmas24-gingerbread,ICON-45782346039553,XMAS24 GINGERBREAD Embroidered Icon,,,low,No match - likely cut,0.8358,-1,Gingerbread Man | Lucky Cat | Bikini Polka Dot | Queen of Hearts | Abbode Bow | Bandana Star | Bandana Texas | Apple Core | Cheetah X | Jack of Hearts | Dog Paws | Candy Cane Bow
,v2-xmas24-gold-heart,ICON-45782346236161,XMAS24 GOLD HEART Embroidered Icon,,,low,No match - likely cut,0.8935,-1,Heart Suit | Heart | New York Heart | LA Heart | Austin Heart | Dallas Heart | Chicago Heart | San Francisco Heart | San Diego Heart | Boston Heart | Bandana Heart | XOXO Heart Pink
,v2-xmas24-hanukkah-matches,ICON-45782346334465,XMAS24 HANUKKAH MATCHES Embroidered Icon,,,low,No match - likely cut,0.5401,-1,Passport | Pink Suitcase | Navy Suitcase | Boarding Pass | Mahjong Tiles | Pink Sunglasses | Ski Pass | MetroCard | Boston License Plate | Chicago Wrigley Sign | Prozac | Bandana W
,v2-xmas24-hearts,ICON-45782346432769,XMAS24 HEARTS Embroidered Icon,,,low,No match - likely cut,0.7392,-1,Lover Locket | Lover Arrow Heart | Bandana B | Swans | Lace Heart | Queen of Hearts | Locket Filled Bow | Cane Corso Locket | Ace of Hearts | Italian Greyhound Locket | Jack of Hearts | Lover Heart
,v2-xmas24-hebrew-nyc,ICON-45782346563841,XMAS24 HEBREW NYC Embroidered Icon,,,low,No match - likely cut,0.8061,-1,Tokyo Kanji | Lucky Cat Kanji | Japan Kanji | XOXO | I Love DTX | I Love BOS | I Love CHS | Yeehaw | Howdy | Lover Locket | Rx | Lover Arrow Heart
,v2-xmas24-hot-chocolate,ICON-45782346662145,XMAS24 HOT CHOCOLATE Embroidered Icon,,,low,No match - likely cut,0.5808,-1,Negroni | Green Hot Chocolate | Red Hot Chocolate | Spicy Marg | Locket Filled Bow | Espresso | Smiley Face | Jack of Hearts | Ace of Hearts | Queen of Hearts | Charleston Iced Tea | Old Fashioned
,v2-xmas24-presents,ICON-45782346760449,XMAS24 PRESENTS Embroidered Icon,,,low,No match - likely cut,0.6419,-1,Candy Cane Bow | Abbode Bow | Locket Filled Bow | Charleston Stamp | Strawberry Candy | Long Bow | Pickleball Paddles | Lighter | Clover | Candy Cane Heart | Yacht Flag G | Jack of Hearts
,v2-xmas24-santa-hat,ICON-45782346858753,XMAS24 SANTA HAT Embroidered Icon,Santa Hat,1BnZtn1ZA9mYC1HDy55SN73siZEKE8-gn,high,High confidence,0.9432,0,Santa Hat | Taco | Cowboy Hat | Boston Cannoli | Chicago Baseball Cap | Boston Baseball Cap | New York Hot Dog | Red Mushroom | Soy Sauce | Seashell | Watermelon Slice | Shrimp Sashimi
,v2-xmas24-silver-bow,ICON-45782350135553,XMAS24 SILVER BOW Embroidered Icon,Abbode Bow,1GDTEKIMTF8rtsihYeQDCMJJPtsV8Jqmw,high,High confidence,0.8887,0,Abbode Bow | Candy Cane Bow | Locket Filled Bow | Long Bow | Gingerbread Man | Swans | Bikini | Candy Cane Heart | Lover Locket | Clover | Daisy | Rx
,v2-xmas24-snowflake,ICON-45782350233857,XMAS24 SNOWFLAKE Embroidered Icon,,,low,No match - likely cut,0.8470,-1,Snowflake | Cross Stitch Y | Cross Stitch Bow | Cross Stitch X | Cross Stitch Cherries | Cross Stitch E | Cross Stitch L | Cross Stitch Z | Cross Stitch P | Cross Stitch W | Cross Stitch V | Cross Stitch R
,v2-xmas24-star-of-david,ICON-45782350692609,XMAS24 STAR OF DAVID Embroidered Icon,,,low,No match - likely cut,0.6955,-1,Star | Pink Plaid K | Cross Stitch Bow | LA Logo | Yacht Flag B | Sagittarius | Cross Stitch Heart | Cross Stitch G | Diamond | Aquarius | Bandana A | Yacht Flag F
,v2-xmas24-taxi,ICON-45782350790913,XMAS24 TAXI Embroidered Icon,Taxi,1CVfVStkmxnlpxZ1QYgfya66nCcxA7TW5,high,High confidence,0.8376,1,Tree Taxi | Taxi | Convertible | Convertible Beetle | Taxi Snowglobe | LA Vintage Car | Christmas Tree Truck | Martha's Vineyard Stamp | Bronco | Moped | Golf Cart | MetroCard
,v2-xmas24-truck,ICON-45782350889217,XMAS24 TRUCK Embroidered Icon,,,low,No match - likely cut,0.8467,-1,Christmas Tree Truck | Bronco | Convertible | Convertible Beetle | Tree Taxi | Taxi | Moped | LA Vintage Car | Taxi Snowglobe | Golf Cart | Martha's Vineyard Stamp | Grey Rolling Suitcase
,v2-xmas24-wreath,ICON-45782351053057,XMAS24 WREATH Embroidered Icon,,,low,No match - likely cut,0.5530,-1,Caviar Latke | Charleston SC Palm Tree | Bikini | Candy Cane Bow | Bikini Polka Dot | Blue Plaid O | Ring | Christmas Tree | LA Rodeo Drive Sign | Blue Plaid Q | Rosebud | Bandana Q
,v2-xoxo,ICON-45784351080705,XOXO Embroidered Icon,,,low,No match - likely cut,0.8132,-1,XOXO | Yeehaw | Lucky Cat Kanji | Howdy | Boston License Plate | Tokyo Kanji | Lover Locket | I Love DTX | Lover Arrow Heart | Xanax | I Love BOS | I Love CHS
,v2-xoxo-heart-3d,ICON-45784351211777,XOXO Heart 3D Embroidered Icon,,,low,No match - likely cut,0.9191,-1,XOXO Heart Blue | XOXO Heart Pink | Call Me Heart | Love You Heart | Austin Heart | New York Heart | LA Heart | Boston Heart | San Francisco Heart | Dallas Heart | San Diego Heart | Chicago Heart
,v2-xoxo-red,ICON-45784351408385,XOXO Red Embroidered Icon,,,low,No match - likely cut,0.8149,-1,XOXO | Yeehaw | Lucky Cat Kanji | Howdy | Tokyo Kanji | Boston License Plate | I Love DTX | Xanax | Lover Locket | Lover Arrow Heart | I Love BOS | Japan Kanji
,v2-xx,ICON-45782351479041,XX Embroidered Icon,,,low,No match - likely cut,0.7002,-1,LA Logo | Sagittarius | Snowflake | Pisces | I Love ATX | I Love LA | Cross Stitch F | Cross Stitch I | Cross Stitch L | Gemini | Treble Cleff | Cross Stitch E
,v2-xx-red,ICON-45782351577345,XX Red Embroidered Icon,,,low,No match - likely cut,0.7023,-1,Sagittarius | LA Logo | Snowflake | I Love LA | I Love ATX | Cross Stitch F | Airplane | Pisces | I Love NY | Cross Stitch I | Cross Stitch L | Cross Stitch E
